hour,date,hourly_people,hourly_dwelling_people,total_hourly_dwell_time,average_hourly_dwell_time,timestamp,temperature,precipiation_amount,precipitation_chance,percent_cloud_cover,percent_humidity,conditions,conditions_2
23,7/25/2024,0,0,0,0,7/25/2024 23:00,54.3,0,0,100,98.48,Overcast,Cloudy
0,7/26/2024,1,0,0,0,7/26/2024 0:00,53.5,0,0,59.3,98.5,Partially cloudy,Cloudy
1,7/26/2024,2,0,0,0,7/26/2024 1:00,53.7,0,0,82.1,98.96,Partially cloudy,Cloudy
2,7/26/2024,3,0,0,0,7/26/2024 2:00,54.2,0,0,76,98.83,Partially cloudy,Cloudy
3,7/26/2024,1,0,0,0,7/26/2024 3:00,54.5,0.166,100,94.2,98.76,"Rain, Overcast",Rainy
4,7/26/2024,2,0,0,0,7/26/2024 4:00,53.3,0,0,83.1,98.32,Partially cloudy,Cloudy
5,7/26/2024,3,0,0,0,7/26/2024 5:00,52.3,0,0,54.4,98.57,Partially cloudy,Cloudy
6,7/26/2024,1,0,0,0,7/26/2024 6:00,52.8,0,0,94.2,98.72,Overcast,Cloudy
7,7/26/2024,0,0,0,0,7/26/2024 7:00,51.4,0,0,38.8,98.56,Partially cloudy,Cloudy
8,7/26/2024,6,1,0.1166666666666666,0.016666667,7/26/2024 8:00,52.2,0,0,58.9,99.03,Partially cloudy,Cloudy
9,7/26/2024,5,0,0,0,7/26/2024 9:00,56,0,0,10,97.73,Clear,Clear
10,7/26/2024,5,1,0,0,7/26/2024 10:00,59.5,0,0,23.9,87.3,Partially cloudy,Cloudy
11,7/26/2024,9,3,0.066666667,0,7/26/2024 11:00,62,0,0,24.8,78.01,Partially cloudy,Cloudy
12,7/26/2024,14,6,1.1333333333333333,0.066666667,7/26/2024 12:00,62.2,0,0,88.4,73.98,Partially cloudy,Cloudy
13,7/26/2024,8,7,2.85,0.35,7/26/2024 13:00,63.9,0,0,8.8,67.83,Clear,Clear
14,7/26/2024,15,8,4.966666666666667,0.3166666666666666,7/26/2024 14:00,65.1,0,0,5,62.68,Clear,Clear
15,7/26/2024,8,0,0,0,7/26/2024 15:00,64.4,0.002,100,27.4,61.52,"Rain, Partially cloudy",Rainy
16,7/26/2024,12,4,0,0,7/26/2024 16:00,63.6,0,0,10.7,66.32,Clear,Clear
17,7/26/2024,4,0,0,0,7/26/2024 17:00,61.2,0,0,11.4,76.69,Clear,Clear
18,7/26/2024,9,4,1.9166666666666667,0.2,7/26/2024 18:00,58.7,0,0,50,83.41,Partially cloudy,Cloudy
19,7/26/2024,3,0,0,0,7/26/2024 19:00,57.5,0,0,52.8,87.33,Partially cloudy,Cloudy
20,7/26/2024,2,0,0,0,7/26/2024 20:00,57.4,0,0,41.1,87.93,Partially cloudy,Cloudy
21,7/26/2024,1,0,0,0,7/26/2024 21:00,57.1,0.033,100,94.2,89.35,"Rain, Overcast",Rainy
22,7/26/2024,1,0,0,0,7/26/2024 22:00,56.1,0,0,30.2,91.62,Partially cloudy,Cloudy
23,7/26/2024,1,0,0,0,7/26/2024 23:00,53.8,0,0,44.7,94.21,Partially cloudy,Cloudy
0,7/27/2024,0,0,0,0,7/27/2024 0:00,53.4,0,0,26.7,96.72,Partially cloudy,Cloudy
1,7/27/2024,0,0,0,0,7/27/2024 1:00,53.8,0,0,91.9,96.78,Overcast,Cloudy
2,7/27/2024,0,0,0,0,7/27/2024 2:00,53.5,0,0,100,96.98,Overcast,Cloudy
3,7/27/2024,0,0,0,0,7/27/2024 3:00,53.6,0.01,100,70.9,97.47,"Rain, Partially cloudy",Rainy
4,7/27/2024,0,0,0,0,7/27/2024 4:00,53.8,0,0,100,98.04,Overcast,Cloudy
5,7/27/2024,0,0,0,0,7/27/2024 5:00,53.7,0,0,100,97.67,Overcast,Cloudy
6,7/27/2024,0,0,0,0,7/27/2024 6:00,53,0,0,64.9,98.07,Partially cloudy,Cloudy
7,7/27/2024,0,0,0,0,7/27/2024 7:00,52.4,0,0,100,97.99,Overcast,Cloudy
8,7/27/2024,0,0,0,0,7/27/2024 8:00,53.4,0,0,10.8,97.93,Clear,Clear
9,7/27/2024,0,0,0,0,7/27/2024 9:00,57.6,0,0,10,88.75,Clear,Clear
10,7/27/2024,0,0,0,0,7/27/2024 10:00,61.7,0,0,32.1,74.5,Partially cloudy,Cloudy
11,7/27/2024,0,0,0,0,7/27/2024 11:00,64.3,0,0,5,63.13,Clear,Clear
12,7/27/2024,1,1,0,0,7/27/2024 12:00,65.6,0,0,40,55.53,Partially cloudy,Cloudy
13,7/27/2024,2,0,0,0,7/27/2024 13:00,66.6,0,0,0.30000000000000004,54.31,Clear,Clear
14,7/27/2024,2,0,0,0,7/27/2024 14:00,67,0,0,4.2,53.27,Clear,Clear
15,7/27/2024,0,0,0,0,7/27/2024 15:00,66.1,0,0,50.7,53.99,Partially cloudy,Cloudy
16,7/27/2024,3,0,0,0,7/27/2024 16:00,65.3,0,0,22.3,56.29,Partially cloudy,Cloudy
17,7/27/2024,6,2,13.833333333333334,2.3,7/27/2024 17:00,64.2,0,0,58.5,60.62,Partially cloudy,Cloudy
18,7/27/2024,0,0,0,0,7/27/2024 18:00,62.6,0,0,94.2,63.28,Overcast,Cloudy
19,7/27/2024,4,0,0,0,7/27/2024 19:00,59.9,0,0,2.1,70.08,Clear,Clear
20,7/27/2024,3,1,0,0,7/27/2024 20:00,58.3,0,0,1.8,73.75,Clear,Clear
21,7/27/2024,0,0,0,0,7/27/2024 21:00,57.5,0,0,30,76.38,Partially cloudy,Cloudy
22,7/27/2024,2,1,0,0,7/27/2024 22:00,56.4,0,0,100,79.7,Overcast,Cloudy
23,7/27/2024,1,0,0,0,7/27/2024 23:00,56.8,0,0,100,79.06,Overcast,Cloudy
0,7/28/2024,3,0,0,0,7/28/2024 0:00,55.7,0,0,69.1,82.11,Partially cloudy,Cloudy
1,7/28/2024,1,0,0,0,7/28/2024 1:00,56.4,0,0,96.4,80.17,Overcast,Cloudy
2,7/28/2024,2,0,0,0,7/28/2024 2:00,56.6,0,0,100,77.17,Overcast,Cloudy
3,7/28/2024,3,0,0,0,7/28/2024 3:00,56.8,0.001,100,94.2,75.17,"Rain, Overcast",Rainy
4,7/28/2024,0,0,0,0,7/28/2024 4:00,55.6,0,0,90.8,84.14,Overcast,Cloudy
5,7/28/2024,3,0,0,0,7/28/2024 5:00,55.9,0,0,45.9,81.56,Partially cloudy,Cloudy
6,7/28/2024,1,0,0,0,7/28/2024 6:00,55.2,0,0,88.4,79.81,Partially cloudy,Cloudy
7,7/28/2024,1,0,0,0,7/28/2024 7:00,54,0,0,27.5,82.55,Partially cloudy,Cloudy
8,7/28/2024,0,0,0,0,7/28/2024 8:00,55,0,0,4.3,85.04,Clear,Clear
9,7/28/2024,2,0,0,0,7/28/2024 9:00,58.5,0.017,100,94.2,76.17,"Rain, Overcast",Rainy
10,7/28/2024,0,0,0,0,7/28/2024 10:00,57.4,0,0,19.7,91.26,Clear,Clear
11,7/28/2024,0,0,0,0,7/28/2024 11:00,59.6,0,0,98.2,87.91,Overcast,Cloudy
12,7/28/2024,16,8,14.216666666666669,0.8833333333333333,7/28/2024 12:00,61.6,0,0,94.2,89.1,Overcast,Cloudy
13,7/28/2024,10,2,0.2166666666666666,0.016666667,7/28/2024 13:00,66.1,0,0,31.4,76.24,Partially cloudy,Cloudy
14,7/28/2024,10,5,15.066666666666666,1.5,7/28/2024 14:00,64,0,0,2.5,84.53,Clear,Clear
15,7/28/2024,6,2,0.35,0.05,7/28/2024 15:00,66.1,0.10400000000000001,100,94.2,74.2,"Rain, Overcast",Rainy
16,7/28/2024,3,1,0,0,7/28/2024 16:00,66.6,0,0,97.8,68.76,Overcast,Cloudy
17,7/28/2024,1,0,0,0,7/28/2024 17:00,66.3,0,0,99.9,70.48,Overcast,Cloudy
18,7/28/2024,1,0,0,0,7/28/2024 18:00,66,0,0,94.2,71.89,Overcast,Cloudy
19,7/28/2024,1,0,0,0,7/28/2024 19:00,61.2,0,0,91.8,90.87,Overcast,Cloudy
20,7/28/2024,5,3,2.25,0.45,7/28/2024 20:00,60.5,0,0,4.2,96,Clear,Clear
21,7/28/2024,1,0,0,0,7/28/2024 21:00,60.3,0.362,100,69.1,94.68,"Rain, Partially cloudy",Rainy
22,7/28/2024,1,0,0,0,7/28/2024 22:00,60.3,0,0,4.7,92.41,Clear,Clear
23,7/28/2024,0,0,0,0,7/28/2024 23:00,58.3,0,0,4.1,90.32,Clear,Clear
0,7/29/2024,0,0,0,0,7/29/2024 0:00,57.6,0,0,54.2,88.75,Partially cloudy,Cloudy
1,7/29/2024,0,0,0,0,7/29/2024 1:00,56.8,0,0,6.3,89.72,Clear,Clear
2,7/29/2024,0,0,0,0,7/29/2024 2:00,56.4,0,0,69.6,87.12,Partially cloudy,Cloudy
3,7/29/2024,0,0,0,0,7/29/2024 3:00,55.9,0.002,100,30,88.59,"Rain, Partially cloudy",Rainy
4,7/29/2024,0,0,0,0,7/29/2024 4:00,56.2,0,0,100,89.33,Overcast,Cloudy
5,7/29/2024,0,0,0,0,7/29/2024 5:00,56.8,0,0,100,87.96,Overcast,Cloudy
6,7/29/2024,1,0,0,0,7/29/2024 6:00,57.9,0,0,76.7,89.21,Partially cloudy,Cloudy
7,7/29/2024,1,0,0,0,7/29/2024 7:00,57.3,0,0,100,95.22,Overcast,Cloudy
8,7/29/2024,1,0,0,0,7/29/2024 8:00,57.9,0,0,99.3,97.78,Overcast,Cloudy
9,7/29/2024,10,3,21.45,2.1333333333333333,7/29/2024 9:00,60.1,0,0,94.2,97.08,Overcast,Cloudy
10,7/29/2024,3,0,0,0,7/29/2024 10:00,62.7,0,0,52.2,86.31,Partially cloudy,Cloudy
11,7/29/2024,3,0,0,0,7/29/2024 11:00,64.9,0,0,61.9,73.73,Partially cloudy,Cloudy
12,7/29/2024,5,0,0,0,7/29/2024 12:00,66.7,0,0,94.2,60.2,Overcast,Cloudy
13,7/29/2024,7,0,0,0,7/29/2024 13:00,66.5,0,0,100,63.45,Overcast,Cloudy
14,7/29/2024,6,2,11.033333333333331,1.8333333333333333,7/29/2024 14:00,64.9,0,0,100,67.12,Overcast,Cloudy
15,7/29/2024,5,1,0,0,7/29/2024 15:00,64.2,0.006,100,94.2,76.26,"Rain, Overcast",Rainy
16,7/29/2024,2,1,0,0,7/29/2024 16:00,64.7,0,0,100,74.49,Overcast,Cloudy
17,7/29/2024,6,0,0,0,7/29/2024 17:00,62,0,0,68.5,88.81,Partially cloudy,Cloudy
18,7/29/2024,1,0,0,0,7/29/2024 18:00,60.8,0,0,94.2,93.4,Overcast,Cloudy
19,7/29/2024,0,0,0,0,7/29/2024 19:00,60,0,0,17.1,96.4,Clear,Clear
20,7/29/2024,0,0,0,0,7/29/2024 20:00,59.5,0,0,33.5,95.24,Partially cloudy,Cloudy
21,7/29/2024,1,0,0,0,7/29/2024 21:00,59.4,0.041,100,84.2,94.48,"Rain, Partially cloudy",Rainy
22,7/29/2024,1,0,0,0,7/29/2024 22:00,59.2,0,0,97.2,92.93,Overcast,Cloudy
23,7/29/2024,1,0,0,0,7/29/2024 23:00,59,0,0,80.8,92.57,Partially cloudy,Cloudy
0,7/30/2024,0,0,0,0,7/30/2024 0:00,57.9,0,0,65.1,94.18,Partially cloudy,Cloudy
1,7/30/2024,0,0,0,0,7/30/2024 1:00,58,0,0,11.3,94.51,Clear,Clear
2,7/30/2024,1,1,0,0,7/30/2024 2:00,57,0,0,7.1,95.7,Clear,Clear
3,7/30/2024,0,0,0,0,7/30/2024 3:00,56.4,0.005,100,59.3,98.64,"Rain, Partially cloudy",Rainy
4,7/30/2024,1,0,0,0,7/30/2024 4:00,56.4,0,0,15,98.77,Clear,Clear
5,7/30/2024,0,0,0,0,7/30/2024 5:00,55.4,0,0,37,98.72,Partially cloudy,Cloudy
6,7/30/2024,0,0,0,0,7/30/2024 6:00,54.5,0,0,39.1,98.99,Partially cloudy,Cloudy
7,7/30/2024,1,0,0,0,7/30/2024 7:00,54.2,0,0,6.2,98.91,Clear,Clear
8,7/30/2024,3,0,0,0,7/30/2024 8:00,56.3,0,0,5,98.71,Clear,Clear
9,7/30/2024,5,2,0,0,7/30/2024 9:00,58.5,0,0,73.3,98.22,Partially cloudy,Cloudy
10,7/30/2024,5,0,0,0,7/30/2024 10:00,60.3,0,0,19.4,97.31,Clear,Clear
11,7/30/2024,7,0,0,0,7/30/2024 11:00,64.2,0,0,9,89.22,Clear,Clear
12,7/30/2024,7,1,0,0,7/30/2024 12:00,65.2,0,0,88.4,79.08,Partially cloudy,Cloudy
13,7/30/2024,4,0,0,0,7/30/2024 13:00,67.2,0,0,12.6,76.51,Clear,Clear
14,7/30/2024,2,0,0,0,7/30/2024 14:00,67.6,0,0,2.4,70.3,Clear,Clear
15,7/30/2024,9,2,2.25,0.25,7/30/2024 15:00,67.4,0.029,100,94.2,68.08,"Rain, Overcast",Rainy
16,7/30/2024,5,1,0.35,0.066666667,7/30/2024 16:00,65.4,0,0,0,74.93,Clear,Clear
17,7/30/2024,2,0,0,0,7/30/2024 17:00,62.9,0,0,0,82.65,Clear,Clear
18,7/30/2024,0,0,0,0,7/30/2024 18:00,62.2,0,0,84.2,85.23,Partially cloudy,Cloudy
19,7/30/2024,1,0,0,0,7/30/2024 19:00,61.4,0,0,0,88.92,Clear,Clear
20,7/30/2024,1,0,0,0,7/30/2024 20:00,60.6,0,0,0,92.53,Clear,Clear
21,7/30/2024,1,0,0,0,7/30/2024 21:00,59,0.045,100,39.1,94.82,"Rain, Partially cloudy",Rainy
22,7/30/2024,0,0,0,0,7/30/2024 22:00,57.9,0,0,3.3,96.19,Clear,Clear
23,7/30/2024,0,0,0,0,7/30/2024 23:00,58.1,0,0,16.3,97.41,Clear,Clear
0,7/31/2024,0,0,0,0,7/31/2024 0:00,57.7,0,0,10,97.69,Clear,Clear
1,7/31/2024,1,0,0,0,7/31/2024 1:00,57,0,0,13.4,97.77,Clear,Clear
2,7/31/2024,2,0,0,0,7/31/2024 2:00,56.1,0,0,5.4,98.21,Clear,Clear
3,7/31/2024,0,0,0,0,7/31/2024 3:00,55.6,0.006,100,10,97.57,Rain,Rainy
4,7/31/2024,3,0,0,0,7/31/2024 4:00,54.9,0,0,8.8,98.22,Clear,Clear
5,7/31/2024,1,0,0,0,7/31/2024 5:00,54.3,0,0,8.2,98.34,Clear,Clear
6,7/31/2024,0,0,0,0,7/31/2024 6:00,54.1,0,0,10,98.57,Clear,Clear
7,7/31/2024,2,0,0,0,7/31/2024 7:00,53.8,0,0,6.9,98.22,Clear,Clear
8,7/31/2024,1,0,0,0,7/31/2024 8:00,55.6,0,0,2.7,98.42,Clear,Clear
9,7/31/2024,5,0,0,0,7/31/2024 9:00,60.9,0,0,10,86.76,Clear,Clear
10,7/31/2024,3,1,0,0,7/31/2024 10:00,64.9,0,0,4.1,73.01,Clear,Clear
11,7/31/2024,8,1,0.9166666666666666,0.1,7/31/2024 11:00,68.6,0,0,6.7,65.85,Clear,Clear
12,7/31/2024,9,1,0.2,0.016666667,7/31/2024 12:00,69.8,0,0,73.3,65.81,Partially cloudy,Cloudy
13,7/31/2024,3,0,0,0,7/31/2024 13:00,71.9,0,0,4.7,64.68,Clear,Clear
14,7/31/2024,4,0,0,0,7/31/2024 14:00,71.4,0,0,0.1,67.69,Clear,Clear
15,7/31/2024,4,1,0,0,7/31/2024 15:00,68.2,0.014,100,94.2,75.67,"Rain, Overcast",Rainy
16,7/31/2024,14,4,4.366666666666666,0.3,7/31/2024 16:00,68.7,0,0,4.1,72.79,Clear,Clear
17,7/31/2024,10,2,1.0666666666666669,0.1,7/31/2024 17:00,68.1,0,0,0,76.34,Clear,Clear
18,7/31/2024,2,0,0,0,7/31/2024 18:00,67.1,0,0,94.2,78.7,Overcast,Cloudy
19,7/31/2024,5,0,0,0,7/31/2024 19:00,64.9,0,0,98.8,91.2,Overcast,Cloudy
20,7/31/2024,0,0,0,0,7/31/2024 20:00,59.9,0,0,99.7,93.46,Overcast,Cloudy
21,7/31/2024,0,0,0,0,7/31/2024 21:00,61.5,0.242,100,100,94.87,"Rain, Overcast",Rainy
22,7/31/2024,2,0,0,0,7/31/2024 22:00,60.6,0,0,100,93.05,Overcast,Cloudy
23,7/31/2024,1,0,0,0,7/31/2024 23:00,57.8,0,0,100,91.62,Overcast,Cloudy
0,8/1/2024,0,0,0,0,8/1/2024 0:00,57.6,0,0,95.8,91.11,Overcast,Cloudy
1,8/1/2024,0,0,0,0,8/1/2024 1:00,57.3,0,0,100,79.18,Overcast,Cloudy
2,8/1/2024,0,0,0,0,8/1/2024 2:00,58.1,0,0,100,71.1,Overcast,Cloudy
3,8/1/2024,0,0,0,0,8/1/2024 3:00,56.3,0.156,100,66.7,67.28,"Rain, Partially cloudy",Rainy
4,8/1/2024,0,0,0,0,8/1/2024 4:00,54,0,0,72.8,76.58,Partially cloudy,Cloudy
5,8/1/2024,0,0,0,0,8/1/2024 5:00,55.7,0,0,65.3,59.2,Partially cloudy,Cloudy
6,8/1/2024,0,0,0,0,8/1/2024 6:00,55.4,0,0,94.2,58.61,Overcast,Cloudy
7,8/1/2024,4,1,3.2666666666666666,0.8166666666666667,8/1/2024 7:00,54.3,0,0,89.3,61.55,Partially cloudy,Cloudy
8,8/1/2024,3,0,0,0,8/1/2024 8:00,54.6,0,0,58.5,70.27,Partially cloudy,Cloudy
9,8/1/2024,5,0,0,0,8/1/2024 9:00,56.5,0,0,47.7,60.93,Partially cloudy,Cloudy
10,8/1/2024,5,1,29.98333333333333,5.983333333333333,8/1/2024 10:00,58.1,0,0,39.4,58.61,Partially cloudy,Cloudy
11,8/1/2024,6,0,0,0,8/1/2024 11:00,59.7,0,0,5,54.77,Clear,Clear
12,8/1/2024,9,2,0,0,8/1/2024 12:00,60.4,0,0,34.2,53.62,Partially cloudy,Cloudy
13,8/1/2024,9,1,13.4,1.4833333333333334,8/1/2024 13:00,56.7,0,0,13.5,69.52,Clear,Clear
14,8/1/2024,4,0,0,0,8/1/2024 14:00,56.2,0,0,45.2,70.08,Partially cloudy,Cloudy
15,8/1/2024,6,0,0,0,8/1/2024 15:00,56.2,0.015,100,47.7,68.18,"Rain, Partially cloudy",Rainy
16,8/1/2024,3,0,0,0,8/1/2024 16:00,56.3,0,0,100,67.77,Overcast,Cloudy
17,8/1/2024,6,0,0,0,8/1/2024 17:00,54.5,0,0,100,71.34,Overcast,Cloudy
18,8/1/2024,2,0,0,0,8/1/2024 18:00,53.1,0,0,59.3,76.88,Partially cloudy,Cloudy
19,8/1/2024,3,0,0,0,8/1/2024 19:00,51.3,0,0,100,85.67,Overcast,Cloudy
20,8/1/2024,0,0,0,0,8/1/2024 20:00,50.2,0,0,98.3,89.47,Overcast,Cloudy
21,8/1/2024,1,0,0,0,8/1/2024 21:00,49.9,0.022,100,77.4,91.84,"Rain, Partially cloudy",Rainy
22,8/1/2024,3,0,0,0,8/1/2024 22:00,49.1,0,0,83.3,91.74,Partially cloudy,Cloudy
23,8/1/2024,0,0,0,0,8/1/2024 23:00,48.4,0,0,96.2,94.69,Overcast,Cloudy
0,8/2/2024,1,0,0,0,8/2/2024 0:00,47.9,0,0,68.4,95.13,Partially cloudy,Cloudy
1,8/2/2024,0,0,0,0,8/2/2024 1:00,47.7,0,0,95.7,96.09,Overcast,Cloudy
2,8/2/2024,0,0,0,0,8/2/2024 2:00,48.4,0,0,99.8,95.52,Overcast,Cloudy
3,8/2/2024,0,0,0,0,8/2/2024 3:00,48.2,0.003,100,90,95.16,"Rain, Partially cloudy",Rainy
4,8/2/2024,0,0,0,0,8/2/2024 4:00,47.4,0,0,99.5,93.09,Overcast,Cloudy
5,8/2/2024,0,0,0,0,8/2/2024 5:00,46,0,0,96.9,93.51,Overcast,Cloudy
6,8/2/2024,1,0,0,0,8/2/2024 6:00,46.5,0,0,94.2,95.21,Overcast,Cloudy
7,8/2/2024,2,0,0,0,8/2/2024 7:00,47.3,0,0,100,95.31,Overcast,Cloudy
8,8/2/2024,4,0,0,0,8/2/2024 8:00,48.4,0,0,100,92.16,Overcast,Cloudy
9,8/2/2024,3,0,0,0,8/2/2024 9:00,51.3,0,0,94.2,81.43,Overcast,Cloudy
10,8/2/2024,6,0,0,0,8/2/2024 10:00,55.9,0,0,100,67.84,Overcast,Cloudy
11,8/2/2024,7,0,0,0,8/2/2024 11:00,58.8,0,0,99.8,58.87,Overcast,Cloudy
12,8/2/2024,8,1,2.8666666666666667,0.35,8/2/2024 12:00,59.9,0,0,94.2,55.44,Overcast,Cloudy
13,8/2/2024,14,4,8.333333333333334,0.5833333333333334,8/2/2024 13:00,60.4,0,0,100,54.57,Overcast,Cloudy
14,8/2/2024,8,0,0,0,8/2/2024 14:00,60.6,0,0,100,55.1,Overcast,Cloudy
15,8/2/2024,7,2,25.15,3.583333333333333,8/2/2024 15:00,60.5,0.002,100,94.2,55.79,"Rain, Overcast",Rainy
16,8/2/2024,7,1,16.583333333333332,2.3666666666666667,8/2/2024 16:00,59.1,0,0,97.2,60.08,Overcast,Cloudy
17,8/2/2024,5,0,0,0,8/2/2024 17:00,58.3,0,0,100,62.6,Overcast,Cloudy
18,8/2/2024,3,0,0,0,8/2/2024 18:00,55.7,0,0,94.2,69.94,Overcast,Cloudy
19,8/2/2024,2,0,0,0,8/2/2024 19:00,55.4,0,0,100,73.3,Overcast,Cloudy
20,8/2/2024,1,0,0,0,8/2/2024 20:00,54.1,0,0,100,76.22,Overcast,Cloudy
21,8/2/2024,2,1,0,0,8/2/2024 21:00,53.4,0,0,76.7,78.81,Partially cloudy,Cloudy
22,8/2/2024,0,0,0,0,8/2/2024 22:00,51.9,0,0,38.4,84,Partially cloudy,Cloudy
23,8/2/2024,1,0,0,0,8/2/2024 23:00,50.4,0,0,16.6,88.3,Clear,Clear
0,8/3/2024,0,0,0,0,8/3/2024 0:00,48.5,0,0,39.3,91.97,Partially cloudy,Cloudy
1,8/3/2024,0,0,0,0,8/3/2024 1:00,46.6,0,0,5,94.14,Clear,Clear
2,8/3/2024,0,0,0,0,8/3/2024 2:00,45.8,0,0,5,91.47,Clear,Clear
3,8/3/2024,0,0,0,0,8/3/2024 3:00,44.3,0,0,10,93.85,Clear,Clear
4,8/3/2024,0,0,0,0,8/3/2024 4:00,43.5,0,0,2,94.26,Clear,Clear
5,8/3/2024,1,0,0,0,8/3/2024 5:00,42.6,0,0,0.6000000000000001,93.3,Clear,Clear
6,8/3/2024,0,0,0,0,8/3/2024 6:00,42.8,0,0,0.30000000000000004,94.28,Clear,Clear
7,8/3/2024,0,0,0,0,8/3/2024 7:00,43.9,0,0,0,90.87,Clear,Clear
8,8/3/2024,2,0,0,0,8/3/2024 8:00,47.6,0,0,0,81.36,Clear,Clear
9,8/3/2024,3,0,0,0,8/3/2024 9:00,52.6,0.001,100,0,68.79,Rain,Rainy
10,8/3/2024,2,0,0,0,8/3/2024 10:00,57.1,0,0,0,58.77,Clear,Clear
11,8/3/2024,1,0,0,0,8/3/2024 11:00,60.6,0,0,0,51.47,Clear,Clear
12,8/3/2024,3,0,0,0,8/3/2024 12:00,62.8,0,0,10,46.99,Clear,Clear
13,8/3/2024,4,0,0,0,8/3/2024 13:00,64.6,0,0,0,42.07,Clear,Clear
14,8/3/2024,5,0,0,0,8/3/2024 14:00,65.1,0,0,2,39.25,Clear,Clear
15,8/3/2024,3,0,0,0,8/3/2024 15:00,64.6,0,0,40,41.02,Partially cloudy,Cloudy
16,8/3/2024,4,0,0,0,8/3/2024 16:00,64.1,0,0,5.6,41.8,Clear,Clear
17,8/3/2024,6,0,0,0,8/3/2024 17:00,61.5,0,0,28.7,46.71,Partially cloudy,Cloudy
18,8/3/2024,1,0,0,0,8/3/2024 18:00,56.2,0,0,80,60.53,Partially cloudy,Cloudy
19,8/3/2024,1,0,0,0,8/3/2024 19:00,53.5,0,0,100,69.63,Overcast,Cloudy
20,8/3/2024,3,0,0,0,8/3/2024 20:00,51.4,0,0,100,76.54,Overcast,Cloudy
21,8/3/2024,1,0,0,0,8/3/2024 21:00,49.8,0,0,41.6,81.02,Partially cloudy,Cloudy
22,8/3/2024,1,0,0,0,8/3/2024 22:00,48.3,0,0,100,84.63,Overcast,Cloudy
23,8/3/2024,0,0,0,0,8/3/2024 23:00,47.3,0,0,20.7,87.28,Partially cloudy,Cloudy
0,8/4/2024,0,0,0,0,8/4/2024 0:00,45.5,0,0,10,89.19,Clear,Clear
1,8/4/2024,0,0,0,0,8/4/2024 1:00,44.8,0,0,4.8,88.94,Clear,Clear
2,8/4/2024,0,0,0,0,8/4/2024 2:00,43.8,0,0,1.7000000000000002,90.65,Clear,Clear
3,8/4/2024,0,0,0,0,8/4/2024 3:00,43.6,0,0,0,88.67,Clear,Clear
4,8/4/2024,0,0,0,0,8/4/2024 4:00,42.4,0,0,0,90.87,Clear,Clear
5,8/4/2024,1,0,0,0,8/4/2024 5:00,38.7,0,0,0,88.62,Clear,Clear
6,8/4/2024,0,0,0,0,8/4/2024 6:00,41.2,0,0,0,92,Clear,Clear
7,8/4/2024,0,0,0,0,8/4/2024 7:00,40.9,0,0,0,91.55,Clear,Clear
8,8/4/2024,1,0,0,0,8/4/2024 8:00,44.5,0,0,0,89.12,Clear,Clear
9,8/4/2024,0,0,0,0,8/4/2024 9:00,51.5,0,0,0,69.46,Clear,Clear
10,8/4/2024,4,1,0.3,0.066666667,8/4/2024 10:00,57.3,0,0,5,56.74,Clear,Clear
11,8/4/2024,7,1,0,0,8/4/2024 11:00,61.2,0,0,5,47.16,Clear,Clear
12,8/4/2024,5,0,0,0,8/4/2024 12:00,63.8,0,0,3.6,43.27,Clear,Clear
13,8/4/2024,4,1,19.466666666666665,4.866666666666666,8/4/2024 13:00,65.7,0,0,0,41.32,Clear,Clear
14,8/4/2024,3,1,0.066666667,0.016666667,8/4/2024 14:00,66,0,0,0,41.15,Clear,Clear
15,8/4/2024,5,0,0,0,8/4/2024 15:00,65.5,0,0,10,43.26,Clear,Clear
16,8/4/2024,4,0,0,0,8/4/2024 16:00,65.1,0,0,5,44.32,Clear,Clear
17,8/4/2024,4,0,0,0,8/4/2024 17:00,62.4,0,0,83.7,51.2,Partially cloudy,Cloudy
18,8/4/2024,1,0,0,0,8/4/2024 18:00,57.5,0,0,30,64.12,Partially cloudy,Cloudy
19,8/4/2024,1,0,0,0,8/4/2024 19:00,53.3,0,0,18.6,74.16,Clear,Clear
20,8/4/2024,2,0,0,0,8/4/2024 20:00,51.1,0,0,96.1,78.45,Overcast,Cloudy
21,8/4/2024,4,0,0,0,8/4/2024 21:00,49.3,0,0,57.3,82.5,Partially cloudy,Cloudy
22,8/4/2024,0,0,0,0,8/4/2024 22:00,48.2,0,0,100,84.75,Overcast,Cloudy
23,8/4/2024,1,0,0,0,8/4/2024 23:00,48,0,0,77.8,87.5,Partially cloudy,Cloudy
0,8/5/2024,0,0,0,0,8/5/2024 0:00,47.6,0,0,5,85.02,Clear,Clear
1,8/5/2024,0,0,0,0,8/5/2024 1:00,46,0,0,5,88.08,Clear,Clear
2,8/5/2024,0,0,0,0,8/5/2024 2:00,44.9,0,0,5,90.79,Clear,Clear
3,8/5/2024,0,0,0,0,8/5/2024 3:00,45.7,0,0,4.9,91.02,Clear,Clear
4,8/5/2024,0,0,0,0,8/5/2024 4:00,44.8,0,0,5,89.61,Clear,Clear
5,8/5/2024,0,0,0,0,8/5/2024 5:00,45.5,0,0,2.7,88.9,Clear,Clear
6,8/5/2024,0,0,0,0,8/5/2024 6:00,45.1,0,0,0,89.13,Clear,Clear
7,8/5/2024,2,0,0,0,8/5/2024 7:00,46.5,0,0,0,86.87,Clear,Clear
8,8/5/2024,2,0,0,0,8/5/2024 8:00,49.8,0,0,29,81.43,Partially cloudy,Cloudy
