hour,date,hourly_people,hourly_dwelling_people,total_hourly_dwell_time,average_hourly_dwell_time,timestamp,temperature,precipiation_amount,precipitation_chance,percent_cloud_cover,percent_humidity,conditions,conditions_2
9,8/5/2024,2,1,3.9166666666666665,1.95,8/5/2024 9:00,54.7,0,0,70.9,72.83,Partially cloudy,Cloudy
10,8/5/2024,5,0,0,0,8/5/2024 10:00,60.7,0,0,3,63.52,Clear,Clear
11,8/5/2024,5,0,0,0,8/5/2024 11:00,64.5,0,0,2.1,56.32,Clear,Clear
12,8/5/2024,6,0,0,0,8/5/2024 12:00,66.8,0,0,10,55.89,Clear,Clear
13,8/5/2024,7,1,0,0,8/5/2024 13:00,66.8,0,0,5,55.89,Clear,Clear
14,8/5/2024,4,0,0,0,8/5/2024 14:00,67.8,0,0,13.4,55.33,Clear,Clear
15,8/5/2024,4,0,0,0,8/5/2024 15:00,67,0,0,30,58.94,Partially cloudy,Cloudy
16,8/5/2024,4,0,0,0,8/5/2024 16:00,66.7,0,0,5.8,59.65,Clear,Clear
17,8/5/2024,5,0,0,0,8/5/2024 17:00,64.8,0,0,5,59.59,Clear,Clear
18,8/5/2024,3,0,0,0,8/5/2024 18:00,62.2,0,0,10,64.31,Clear,Clear
19,8/5/2024,5,1,0,0,8/5/2024 19:00,59,0,0,4.9,70.31,Clear,Clear
20,8/5/2024,2,0,0,0,8/5/2024 20:00,56.1,0,0,0,75.96,Clear,Clear
21,8/5/2024,0,0,0,0,8/5/2024 21:00,55.1,0,0,0,81.14,Clear,Clear
22,8/5/2024,1,0,0,0,8/5/2024 22:00,54.8,0,0,1.5,79.58,Clear,Clear
23,8/5/2024,0,0,0,0,8/5/2024 23:00,53.8,0,0,21.2,82.09,Partially cloudy,Cloudy
0,8/6/2024,0,0,0,0,8/6/2024 0:00,53.2,0,0,10,82.59,Clear,Clear
1,8/6/2024,0,0,0,0,8/6/2024 1:00,52.6,0,0,94.1,84.32,Overcast,Cloudy
2,8/6/2024,0,0,0,0,8/6/2024 2:00,51.8,0,0,17.2,85.84,Clear,Clear
3,8/6/2024,0,0,0,0,8/6/2024 3:00,51.9,0,0,30,86.18,Partially cloudy,Cloudy
4,8/6/2024,0,0,0,0,8/6/2024 4:00,51.7,0,0,17.4,86.96,Clear,Clear
5,8/6/2024,0,0,0,0,8/6/2024 5:00,51.8,0,0,21.5,86.26,Partially cloudy,Cloudy
6,8/6/2024,1,0,0,0,8/6/2024 6:00,51.7,0,0,43.5,86.82,Partially cloudy,Cloudy
7,8/6/2024,1,0,0,0,8/6/2024 7:00,51.4,0,0,95.2,86.89,Overcast,Cloudy
8,8/6/2024,2,0,0,0,8/6/2024 8:00,54.6,0,0,93.4,82.29,Overcast,Cloudy
9,8/6/2024,5,1,0.066666667,0,8/6/2024 9:00,59.6,0,0,40,73.1,Partially cloudy,Cloudy
10,8/6/2024,4,0,0,0,8/6/2024 10:00,62.8,0,0,99,67.97,Overcast,Cloudy
11,8/6/2024,4,0,0,0,8/6/2024 11:00,65.6,0,0,100,63.66,Overcast,Cloudy
12,8/6/2024,9,0,0,0,8/6/2024 12:00,67.4,0,0,94.2,61.35,Overcast,Cloudy
13,8/6/2024,8,1,0.5,0.05,8/6/2024 13:00,68.4,0,0,100,62.6,Overcast,Cloudy
14,8/6/2024,6,0,0,0,8/6/2024 14:00,68,0,0,97.6,67.77,Overcast,Cloudy
15,8/6/2024,8,0,0,0,8/6/2024 15:00,67.9,0,0,94.2,70.66,Overcast,Cloudy
16,8/6/2024,4,0,0,0,8/6/2024 16:00,66.7,0,0,57.9,72.59,Partially cloudy,Cloudy
17,8/6/2024,3,0,0,0,8/6/2024 17:00,66.2,0,0,100,73.97,Overcast,Cloudy
18,8/6/2024,2,0,0,0,8/6/2024 18:00,65.1,0,0,94.2,80.95,Overcast,Cloudy
19,8/6/2024,1,0,0,0,8/6/2024 19:00,64.6,0,0,93.3,82.58,Overcast,Cloudy
20,8/6/2024,0,0,0,0,8/6/2024 20:00,63.4,0,0,100,88.34,Overcast,Cloudy
21,8/6/2024,4,0,0,0,8/6/2024 21:00,63.2,0.026000000000000002,100,94.2,90.26,"Rain, Overcast",Rainy
22,8/6/2024,0,0,0,0,8/6/2024 22:00,63,0,0,100,91.8,Overcast,Cloudy
23,8/6/2024,4,0,0,0,8/6/2024 23:00,63.4,0,0,100,94.04,Overcast,Cloudy
